ds,y,AWND_x,PRCP_x,SNWD_x,SNOW_x,TMAX_x,TMIN_x,AWND_y,PRCP_y,SNWD_y,SNOW_y,TMAX_y,TMIN_y
2017-04-16,48,7.61,0.0,0.0,0.0,79.0,63.0,7.61,0.0,0.0,0.0,79.0,63.0
2017-04-17,34,6.04,0.77,0.0,0.0,75.0,62.0,6.04,0.77,0.0,0.0,75.0,62.0
2017-04-18,47,5.14,0.0,0.0,0.0,79.0,63.0,5.14,0.0,0.0,0.0,79.0,63.0
2017-04-19,50,6.49,0.01,0.0,0.0,83.0,60.0,6.49,0.01,0.0,0.0,83.0,60.0
2017-04-20,38,7.83,0.0,0.0,0.0,83.0,63.0,7.83,0.0,0.0,0.0,83.0,63.0
2017-04-21,53,7.61,0.13,0.0,0.0,72.0,57.0,7.61,0.13,0.0,0.0,72.0,57.0
2017-04-22,49,9.84,0.46,0.0,0.0,60.0,50.0,9.84,0.46,0.0,0.0,60.0,50.0
2017-04-23,39,10.51,0.0,0.0,0.0,72.0,49.0,10.51,0.0,0.0,0.0,72.0,49.0
2017-04-24,41,5.59,0.0,0.0,0.0,76.0,45.0,5.59,0.0,0.0,0.0,76.0,45.0
2017-04-25,51,10.07,0.0,0.0,0.0,81.0,49.0,10.07,0.0,0.0,0.0,81.0,49.0
2017-04-26,44,11.18,1.71,0.0,0.0,73.0,51.0,11.18,1.71,0.0,0.0,73.0,51.0
2017-04-27,52,6.26,0.0,0.0,0.0,68.0,44.0,6.26,0.0,0.0,0.0,68.0,44.0
2017-04-28,49,8.95,0.0,0.0,0.0,83.0,54.0,8.95,0.0,0.0,0.0,83.0,54.0
2017-04-29,45,12.97,2.78,0.0,0.0,85.0,64.0,12.97,2.78,0.0,0.0,85.0,64.0
2017-04-30,36,13.42,2.36,0.0,0.0,71.0,53.0,13.42,2.36,0.0,0.0,71.0,53.0
2017-05-01,56,12.97,0.0,0.0,0.0,75.0,47.0,12.97,0.0,0.0,0.0,75.0,47.0
2017-05-02,42,6.04,0.0,0.0,0.0,80.0,46.0,6.04,0.0,0.0,0.0,80.0,46.0
2017-05-03,47,8.05,1.82,0.0,0.0,70.0,56.0,8.05,1.82,0.0,0.0,70.0,56.0
2017-05-04,37,12.3,0.25,0.0,0.0,56.0,48.0,12.3,0.25,0.0,0.0,56.0,48.0
2017-05-05,55,11.41,0.0,0.0,0.0,74.0,51.0,11.41,0.0,0.0,0.0,74.0,51.0
